					BDI			DI			Rand			Time		
medoidy	klaster	s¹siedzi	populacja	kroki	min	mean	max	min	mean	max	min	mean	max	min	mean	max
42	21	15	16	2	0,421503	3,432437	6,936679	0,014461	0,08092	0,225014	0,564891	0,625185	0,670938	0	0	0
42	21	29	16	2	0,176153	3,876328	24,619762	0,009079	0,122363	1,035864	0,556811	0,616224	0,676935	0	0	0
42	31	1	16	2	0,575165	4,64272	11,651649	0,002293	0,162092	0,710637	0,467113	0,588616	0,685583	0	0,2	1
42	31	15	16	2	0,517295	2,817237	6,472305	0,032694	0,220522	0,570627	0,548163	0,609326	0,665825	0	0	0
42	31	29	16	2	0,480215	2,74185	6,472305	0,032694	0,234488	0,65348	0,545764	0,612049	0,665825	0	0	0
42	41	1	16	2	0,942906	3,044465	8,551287	0,027817	0,15239	0,291849	0,497475	0,559573	0,663868	0	0	0
42	41	15	16	2	1,086517	3,820179	8,551287	0,022025	0,09163	0,291849	0,518495	0,587887	0,669234	1	0,2	1
42	41	29	16	2	0,250836	0,848092	2,024033	0,089094	0,557817	1,279513	0,365989	0,568011	0,663616	0	0	0
3	1	1	16	502	30,963751	119,830795	1311,671753	0,000563	0,018116	0,052529	0,572781	0,685945	0,736965	0	0	0
3	1	15	16	502	31,17037	278,596771	2605,279297	0,000418	0,012209	0,050109	0,510289	0,670433	0,736965	0	0,2	1
3	1	29	16	502	24,350624	137,578674	884,708557	0,00079	0,014313	0,050109	0,419013	0,676607	0,753188	0	0,2	1
3	2	1	16	502	36,937336	161,464462	760,898438	0,001219	0,014834	0,028004	0,341687	0,520841	0,740942	0	0,2	1
3	2	15	16	502	33,268627	256,776642	760,898438	0,001557	0,015535	0,033466	0,341687	0,470185	0,735576	1	0,2	1
3	2	29	16	502	20,805372	69,329079	513,788208	0,00065	0,019094	0,071574	0,341687	0,571164	0,742836	0	0	0
3	3	1	16	502	41,391033	601,382935	4206,959473	0,000179	0,007223	0,027621	0,341687	0,438002	0,724719	0	0,2	1
3	3	15	16	502	15,251616	115,57061	328,628693	0,002166	0,013307	0,082956	0,341687	0,476923	0,73646	0	0,2	1
3	3	29	16	502	18,328754	113,577835	550,325134	0,000598	0,019171	0,093938	0,341687	0,556714	0,737912	0	0,2	1
16	1	1	16	502	10,961337	26,303003	179,110992	0,000727	0,007558	0,024668	0,674284	0,687997	0,740311	1	1,2	2
16	1	15	16	502	10,923292	22,6863	70,871338	0,000913	0,008949	0,030154	0,672895	0,685613	0,707865	1	1	1
16	1	29	16	502	11,492672	29,801773	96,829475	0,00167	0,0079	0,030005	0,673589	0,690154	0,725477	1	1,2	2
16	4	1	16	502	0,800571	15,782709	108,891754	0,002671	0,053303	0,662758	0,578084	0,665946	0,727433	1	1	1
16	4	15	16	502	1,465574	13,23886	55,652981	0,001453	0,049484	0,237843	0,579977	0,659658	0,708686	1	1	1
16	4	29	16	502	1,184744	16,945377	87,609749	0,003433	0,03684	0,236368	0,421285	0,646862	0,738985	1	1	1
16	7	1	16	502	0,333987	16,32093	80,084335	0,001708	0,107592	1,154237	0,544944	0,64617	0,71645	1	1	1
16	7	15	16	502	0,614363	22,218451	155,350479	0,002322	0,149927	0,891221	0,456066	0,628204	0,717397	1	1	1
16	7	29	16	502	1,08466	13,230149	123,114014	0,001158	0,182303	0,767765	0,444388	0,626905	0,735387	1	1	1
16	10	1	16	502	1,811593	14,992156	63,978706	0,004396	0,077768	0,43027	0,409923	0,596065	0,682048	1	1	1
16	10	15	16	502	1,401583	22,695971	130,16507	0,001433	0,045216	0,263447	0,506439	0,640994	0,726171	1	0,8	1
16	10	29	16	502	0,539789	9,415373	37,093136	0,005837	0,145615	1,060725	0,5089	0,629725	0,695493	1	1,2	2
16	13	1	16	502	1,472363	13,953779	58,548164	0,005595	0,135019	0,747941	0,47191	0,593048	0,717712	1	0,8	1
16	13	15	16	502	0,839767	15,094792	45,109432	0,00222	0,081379	0,452289	0,405315	0,586287	0,701995	1	1	1
16	13	29	16	502	1,284107	14,872594	35,029869	0,002345	0,052559	0,4028	0,363149	0,5565	0,690885	1	0,8	1
16	16	1	16	502	0,781215	12,792542	58,306648	0,001563	0,114276	0,400188	0,341687	0,571036	0,725666	0	0,8	1
16	16	15	16	502	0,571598	17,802727	106,183571	0,004077	0,171404	1,071048	0,341687	0,568038	0,711779	1	1	1
16	16	29	16	502	2,620419	18,577972	51,030849	0,002434	0,045224	0,146889	0,341687	0,536316	0,727812	1	0,8	1
29	1	1	16	502	5,562075	11,699483	28,308228	0,001344	0,009561	0,043008	0,667782	0,67745	0,687161	4	4,8	5
29	1	15	16	502	6,990164	12,86965	37,712116	0,001401	0,010195	0,048443	0,668729	0,677799	0,691895	4	4,8	5
29	1	29	16	502	6,455295	12,431403	23,955366	0,001203	0,008602	0,031382	0,672832	0,678876	0,692905	5	5	5
29	8	1	16	502	0,302957	4,95421	26,660954	0,004002	0,144298	1,027187	0,579535	0,639	0,684194	4	4,4	5
29	8	15	16	502	0,411169	6,506136	20,059689	0,005711	0,094372	1,104778	0,521525	0,641575	0,693031	4	4,4	5
29	8	29	16	502	0,656362	7,204266	38,944351	0,002854	0,072486	0,258832	0,576947	0,642391	0,694925	4	4,6	5
29	15	1	16	502	0,483587	6,892274	30,590618	0,006906	0,07308	0,317237	0,540588	0,617063	0,682679	3	4	5
29	15	15	16	502	0,201262	3,68134	9,547347	0,019298	0,293417	2,493583	0,5	0,613937	0,692211	4	4	4
29	15	29	16	502	0,118197	4,583017	13,419284	0,013296	0,225438	2,675421	0,476455	0,594459	0,671317	3	4	5
29	22	1	16	502	0,486673	4,943197	8,48243	0,005177	0,11176	0,683103	0,513445	0,599624	0,686024	3	3,4	4
29	22	15	16	502	0,415411	6,992313	28,765646	0,007352	0,147101	1,575645	0,466734	0,596183	0,684257	3	3,8	4
29	22	29	16	502	0,378737	6,68387	18,492401	0,004162	0,149492	2,070118	0,473109	0,6225	0,690633	3	4,2	5
29	29	1	16	502	0,52819	3,484677	8,677356	0,004298	0,269431	1,042499	0,399066	0,5748	0,68028	3	3,4	4
29	29	15	16	502	1,738772	6,124023	10,143383	0,017453	0,070761	0,422432	0,389219	0,562449	0,680407	3	3,4	4
29	29	29	16	502	0,447287	5,349921	14,450425	0,006253	0,0911	0,793491	0,3747	0,557511	0,696503	2	3,4	4
42	1	1	16	502	3,79095	7,399724	19,249968	0,002411	0,011876	0,031586	0,669549	0,67564	0,684573	13	13,8	14
42	1	15	16	502	4,316454	8,45144	25,422663	0,00163	0,013883	0,043378	0,668097	0,672845	0,677566	13	13,8	14
42	1	29	16	502	4,453003	7,988756	16,199448	0,001556	0,0107	0,024559	0,664373	0,673144	0,683436	13	13,8	14
42	11	1	16	502	0,414087	3,02383	12,973503	0,001856	0,190441	0,951549	0,56811	0,630923	0,673084	11	11,8	13
42	11	15	16	502	0,218672	3,864472	15,756563	0,002829	0,122574	1,348634	0,578589	0,639215	0,68432	11	12,6	14
42	11	29	16	502	0,070145	2,398932	8,255797	0,009156	0,319845	3,372163	0,529352	0,627003	0,677313	11	12	13
42	21	1	16	502	0,418226	2,509337	6,279951	0,019527	0,175561	1,387265	0,523419	0,607849	0,67422	10	11	12
42	21	15	16	502	0,449393	3,243533	6,86987	0,029576	0,149327	0,677754	0,364853	0,578282	0,664121	9	10,4	13
42	21	29	16	502	0,664193	3,181193	13,457799	0,013131	0,137103	0,412163	0,481252	0,605452	0,678387	11	11,6	12
42	31	1	16	502	0,424728	2,441406	5,9017	0,151931	0,65916	1,937414	0,349514	0,543949	0,633695	8	9,2	10
42	31	15	16	502	0,109383	2,077527	6,501682	0,011542	0,721529	4,65552	0,370029	0,588882	0,671948	9	10,2	12
42	31	29	16	502	0,324357	2,008626	6,256037	0,04058	0,281607	1,42463	0,500442	0,575725	0,667214	10	10,4	11
42	41	1	16	502	1,418795	4,192122	8,012495	0,003533	0,045758	0,094383	0,356584	0,548337	0,684636	8	8,8	10
42	41	15	16	502	0,822093	1,569424	2,9661	0,036766	0,19063	0,487841	0,341687	0,558043	0,666456	7	9,2	11
42	41	29	16	502	0,353816	4,229194	7,503089	0,015066	0,111704	1,054799	0,364285	0,582636	0,672516	9	10,4	11
3	1	1	16	1002	31,479807	99,884933	1696,78418	0,000419	0,019154	0,055817	0,557632	0,690236	0,737912	0	0,2	1
3	1	15	16	1002	28,500956	231,08049	3882,363281	0,00018	0,013342	0,032294	0,452594	0,671252	0,740942	0	0,4	1
3	1	29	16	1002	30,564142	136,704636	554,947815	0,000798	0,021799	0,051211	0,600429	0,713151	0,750284	1	0,4	1
3	2	1	16	1002	26,596449	117,716621	465,239258	0,000844	0,021476	0,049467	0,341687	0,524427	0,734882	0	0,2	1
3	2	15	16	1002	31,08231	146,844696	1528,626587	0,000663	0,018208	0,045555	0,341687	0,545042	0,73646	0	0,4	1
3	2	29	16	1002	35,805561	139,543884	424,780609	0,000384	0,011502	0,031331	0,341687	0,45269	0,738417	1	0,6	1
3	3	1	16	1002	15,744171	621,926392	2302,239746	0,000582	0,015306	0,0718	0,341687	0,480288	0,74536	0	0,2	1
3	3	15	16	1002	22,63554	241,44902	1281,329956	0,000449	0,022093	0,087041	0,341687	0,455567	0,735261	1	0,4	1
3	3	29	16	1002	33,501694	141,365311	318,414581	0,002071	0,012468	0,030829	0,341687	0,505165	0,73646	0	0,4	1
16	1	1	16	1002	8,923348	22,458668	76,339897	0,001579	0,010384	0,039363	0,671001	0,68865	0,70957	2	2,2	3
16	1	15	16	1002	8,638788	22,104399	88,074005	0,000914	0,010592	0,041443	0,673842	0,689735	0,731915	2	2,2	3
16	1	29	16	1002	11,944139	27,664154	79,860901	0,001046	0,005984	0,020947	0,664184	0,689041	0,710895	2	2,2	3
16	4	1	16	1002	1,237659	15,772774	134,891922	0,001548	0,097729	0,903429	0,539578	0,649654	0,704393	2	2,2	3
16	4	15	16	1002	1,439641	14,246052	70,976288	0,004262	0,052936	0,346425	0,614001	0,658951	0,714556	2	2	2
16	4	29	16	1002	2,519684	15,551027	70,441795	0,000839	0,032936	0,159013	0,519	0,657301	0,722194	2	2,2	3
16	7	1	16	1002	0,777213	12,868474	75,191193	0,004402	0,072248	0,420331	0,499684	0,657277	0,711716	2	2	2
16	7	15	16	1002	1,853146	13,951216	59,292053	0,004824	0,05383	0,379376	0,453604	0,625227	0,70231	2	2	2
16	7	29	16	1002	0,57387	11,064979	102,029762	0,003551	0,104959	0,870095	0,558642	0,654659	0,70856	2	2	2
16	10	1	16	1002	1,675466	11,882795	100,066048	0,003577	0,074298	0,30397	0,505492	0,617226	0,704583	2	2	2
16	10	15	16	1002	0,964622	20,635845	67,930878	0,004884	0,059223	0,499089	0,482262	0,633702	0,698839	1	1,8	2
16	10	29	16	1002	1,350797	29,415516	63,966282	0,003421	0,02342	0,19637	0,424315	0,618133	0,696945	2	2	2
16	13	1	16	1002	0,628487	9,961535	40,274925	0,002653	0,087697	0,460328	0,405757	0,609425	0,711779	1	1,8	2
16	13	15	16	1002	0,361951	22,636396	108,946815	0,00282	0,06514	0,708009	0,479611	0,607592	0,713862	2	2	2
16	13	29	16	1002	0,948132	16,579302	72,241043	0,004128	0,062049	0,277174	0,341687	0,572727	0,708938	1	1,8	2
16	16	1	16	1002	0,917688	16,438019	71,804039	0,005837	0,092053	0,515506	0,399066	0,580135	0,718344	1	1,8	2
16	16	15	16	1002	1,22509	6,647166	19,834417	0,012535	0,145577	0,50052	0,387893	0,574567	0,716197	1	1,6	2
16	16	29	16	1002	0,412833	10,219461	36,801468	0,007172	0,174929	1,370706	0,341687	0,554693	0,718849	1	1,8	2
29	1	1	16	1002	5,931747	11,272483	26,8801	0,001837	0,014211	0,036433	0,670496	0,678285	0,704393	9	9,6	10
29	1	15	16	1002	6,506532	13,33604	28,338652	0,001185	0,010649	0,032484	0,668981	0,679052	0,696377	9	9,8	10
29	1	29	16	1002	6,724889	10,714889	27,902084	0,001647	0,010772	0,040595	0,672705	0,677667	0,690506	9	9,6	10
29	8	1	16	1002	0,362672	3,305605	16,849751	0,010172	0,187058	0,663587	0,58124	0,637375	0,678892	8	8,6	9
29	8	15	16	1002	0,568715	5,931908	46,068596	0,003679	0,162791	0,714782	0,483967	0,626839	0,692842	7	8,4	9
29	8	29	16	1002	0,782849	8,802351	31,316895	0,005367	0,063388	0,477189	0,557253	0,641593	0,689181	7	8,6	9
29	15	1	16	1002	0,569032	4,781466	17,863138	0,010238	0,13459	0,829977	0,526701	0,614405	0,688549	7	8	9
29	15	15	16	1002	0,161712	4,622697	37,348591	0,00786	0,25613	2,750226	0,522914	0,601291	0,682553	7	8	9
29	15	29	16	1002	0,491418	5,395238	11,356032	0,006684	0,072083	0,393765	0,551761	0,61968	0,681417	7	8,2	9
29	22	1	16	1002	1,039074	5,532397	27,740011	0,00937	0,080188	0,411636	0,368135	0,576678	0,687666	6	6,8	8
29	22	15	16	1002	0,594789	7,88112	23,101664	0,004072	0,095226	0,321712	0,44685	0,590077	0,681669	6	7,2	9
29	22	29	16	1002	0,76323	5,299829	11,540594	0,018053	0,06634	0,101976	0,398182	0,558356	0,676556	6	7	8
29	29	1	16	1002	1,659489	7,580654	20,579948	0,002655	0,090643	0,263419	0,452784	0,587091	0,684446	6	7,2	8
29	29	15	16	1002	0,646751	4,283019	10,831437	0,01869	0,111547	0,254126	0,341687	0,524235	0,676051	4	5,8	7
29	29	29	16	1002	0,4916	5,773846	27,765753	0,005367	0,104989	0,469233	0,394773	0,572271	0,682553	5	7	9
42	1	1	16	1002	4,067003	8,029268	18,118715	0,001825	0,012195	0,043069	0,668981	0,673891	0,681543	27	27,4	28
42	1	15	16	1002	4,492156	8,134248	26,712955	0,001069	0,014366	0,047383	0,670054	0,674343	0,68451	27	27,6	28
42	1	29	16	1002	4,656386	7,981499	15,636616	0,002139	0,011758	0,034078	0,665004	0,675634	0,696819	27	27,6	28
42	11	1	16	1002	0,189326	2,12683	8,846465	0,015453	0,206307	1,421892	0,562934	0,616777	0,674599	22	23,2	24
42	11	15	16	1002	0,209795	3,199178	11,885249	0,018043	0,163497	0,494186	0,473488	0,617966	0,678134	21	23,4	25
42	11	29	16	1002	0,222163	3,214385	14,146879	0,010368	0,339693	2,532633	0,514582	0,617489	0,671443	21	23,8	26
42	21	1	16	1002	0,415035	2,003075	6,804472	0,009055	0,557213	5,562377	0,536359	0,607284	0,670938	19	22	23
42	21	15	16	1002	0,388409	3,16566	10,81488	0,010701	0,130964	0,619841	0,522535	0,613343	0,672516	21	22,2	23
42	21	29	16	1002	0,056932	2,507388	8,172906	0,022892	0,258408	2,679956	0,51496	0,605155	0,665888	20	22,4	24
42	31	1	16	1002	0,412438	1,894025	3,742913	0,026088	0,497749	2,121211	0,468438	0,584661	0,690506	18	19,8	21
42	31	15	16	1002	0,255071	1,137386	1,906584	0,10633	0,189817	0,370298	0,353617	0,566488	0,678702	19	19,6	20
42	31	29	16	1002	0,234537	1,984537	6,434657	0,018056	0,294244	0,805993	0,418129	0,586806	0,664058	16	20,6	24
42	41	1	16	1002	0,211887	2,553011	5,2383	0,02111	0,234147	0,902405	0,449059	0,558541	0,671317	16	17,8	19
42	41	15	16	1002	0,487966	2,799637	15,525852	0,010787	0,182233	0,930376	0,403421	0,553493	0,672769	16	18,8	20
42	41	29	16	1002	0,260162	5,673939	22,667173	0,005047	0,285611	1,467544	0,38581	0,560324	0,666835	13	18,2	21
3	1	1	64	2	29,888336	152,441406	887,154602	0,000506	0,012302	0,041023	0,468628	0,681111	0,743088	0	0	0
3	1	15	64	2	29,80628	230,586227	4914,782227	0,000234	0,012419	0,041023	0,458149	0,684916	0,743088	0	0	0
3	1	29	64	2	29,888336	233,227951	4914,782227	0,000234	0,012273	0,043741	0,46787	0,682618	0,743214	0	0	0
3	2	1	64	2	17,223579	122,27581	721,050232	0,000341	0,020073	0,103267	0,341687	0,608315	0,735576	0	0	0
3	2	15	64	2	21,061497	134,164673	734,104065	0,000887	0,017475	0,075076	0,341687	0,606797	0,740752	0	0	0
3	2	29	64	2	27,368242	129,313904	835,206543	0,000887	0,018253	0,060045	0,341687	0,618028	0,754955	0	0	0
3	3	1	64	2	23,240904	84,52002	1411,264526	0,000574	0,021624	0,068427	0,341687	0,593981	0,74435	0	0	0
3	3	15	64	2	12,496548	122,059586	840,885376	0,00062	0,022169	0,10922	0,341687	0,590577	0,735576	0	0	0
3	3	29	64	2	11,984815	126,694649	1783,582397	0,000509	0,022428	0,117716	0,341687	0,552118	0,74435	0	0,2	1
16	1	1	64	2	9,394738	24,290586	119,940857	0,000674	0,007127	0,024365	0,666456	0,68858	0,730716	0	0	0
16	1	15	64	2	9,816686	27,642105	124,871185	0,000874	0,006805	0,027191	0,671632	0,689837	0,733809	0	0	0
16	1	29	64	2	11,21288	29,329281	124,871185	0,000935	0,006212	0,023892	0,669612	0,690524	0,723267	0	0	0
16	4	1	64	2	0,528291	15,628076	66,027267	0,00113	0,048247	0,523939	0,572718	0,658511	0,726234	0	0	0
16	4	15	64	2	0,528291	15,237058	67,222519	0,002776	0,048166	0,523939	0,585785	0,664063	0,726234	0	0	0
16	4	29	64	2	0,528291	19,866375	168,056671	0,000683	0,049494	0,523939	0,572718	0,66682	0,748453	0	0	0
16	7	1	64	2	0,790996	18,629368	181,150177	0,001592	0,059961	0,418308	0,547911	0,641084	0,733493	0	0	0
16	7	15	64	2	0,475107	18,065056	181,150177	0,001233	0,052136	1,99406	0,513824	0,64881	0,733493	0	0,2	1
16	7	29	64	2	0,761486	15,650452	68,456184	0,002322	0,051977	0,517535	0,55719	0,648073	0,717523	0	0	0
16	10	1	64	2	1,399828	13,916056	69,900848	0,00183	0,057563	0,297145	0,493751	0,612837	0,709948	0	0	0
16	10	15	64	2	1,147385	14,228916	69,900848	0,00183	0,074233	0,458695	0,493751	0,608546	0,709948	0	0	0
16	10	29	64	2	0,612353	12,349171	96,259445	0,001755	0,08829	0,704852	0,496654	0,616119	0,709948	0	0	0
16	13	1	64	2	1,028935	16,495573	201,239944	0,002757	0,101171	0,732977	0,50101	0,61881	0,710453	0	0	0
16	13	15	64	2	0,627433	10,900898	50,487228	0,003326	0,118762	1,013257	0,467428	0,614773	0,710453	0	0	0
16	13	29	64	2	0,95663	11,332854	57,400276	0,001209	0,114153	0,732977	0,498359	0,616595	0,728633	0	0	0
16	16	1	64	2	0,354947	13,255188	54,748344	0,002681	0,088079	1,191363	0,341687	0,59255	0,718533	0	0,2	1
16	16	15	64	2	0,877944	13,406271	47,948444	0,002371	0,080247	0,48726	0,341687	0,605693	0,72939	0	0	0
16	16	29	64	2	0,877944	16,031332	55,598049	0,001121	0,075139	0,48726	0,39894	0,605099	0,702752	0	0	0
29	1	1	64	2	6,612255	13,203959	31,160082	0,00097	0,010106	0,027876	0,668097	0,67756	0,692526	0	0	0
29	1	15	64	2	6,565598	14,187233	63,259926	0,000416	0,008584	0,038797	0,668097	0,678929	0,703825	0	0,2	1
29	1	29	64	2	6,585155	14,511391	63,259926	0,000416	0,00927	0,030138	0,669802	0,678891	0,703825	0	0	0
29	8	1	64	2	0,586625	8,9145	82,268677	0,001745	0,067132	0,394445	0,604595	0,655738	0,693284	1	0,2	1
29	8	15	64	2	0,392487	7,130056	43,030998	0,002421	0,071693	0,928338	0,591024	0,655822	0,69442	0	0	0
29	8	29	64	2	0,644014	8,414564	40,915043	0,002421	0,06007	0,412318	0,593675	0,657389	0,682679	0	0	0
29	15	1	64	2	0,16414	4,921927	26,143494	0,00469	0,179698	2,789725	0,451648	0,631837	0,690822	0	0,2	1
29	15	15	64	2	0,472738	6,878397	26,143494	0,004225	0,101551	0,690485	0,544754	0,64157	0,690822	0	0	0
29	15	29	64	2	0,472738	6,877259	49,588776	0,001119	0,096128	0,690485	0,528911	0,64075	0,688234	1	0,2	1
29	22	1	64	2	0,200105	7,602191	22,028507	0,003095	0,145361	1,273623	0,508269	0,610351	0,681732	0	0	0
29	22	15	64	2	0,707523	6,614756	32,093655	0,003095	0,127813	0,5227	0,475256	0,609039	0,685961	0	0	0
29	22	29	64	2	0,207887	6,366958	22,028507	0,003095	0,149516	1,759943	0,446282	0,606435	0,680407	0	0,2	1
29	29	1	64	2	0,268501	6,22968	43,43819	0,003598	0,26277	2,943432	0,389092	0,580518	0,683878	0	0	0
29	29	15	64	2	0,268501	6,996048	28,434786	0,006233	0,298297	2,943432	0,389092	0,573228	0,684194	0	0	0
29	29	29	64	2	0,183621	6,392494	26,88975	0,001726	0,293554	3,470311	0,38076	0,591965	0,703952	0	0,2	1
42	1	1	64	2	4,631999	7,549805	17,549231	0,001504	0,012683	0,030333	0,669107	0,674014	0,687034	0	0,2	1
42	1	15	64	2	4,32092	7,9708	27,814302	0,000889	0,012731	0,046355	0,668287	0,674945	0,697765	0	0,2	1
42	1	29	64	2	4,11564	7,970262	71,639214	0,000714	0,012343	0,044914	0,666014	0,675088	0,707991	0	0,2	1
42	11	1	64	2	0,043486	3,901317	24,763281	0,003108	0,263996	3,535546	0,591844	0,64327	0,680659	0	0,2	1
42	11	15	64	2	0,062456	3,383153	22,06435	0,002178	0,208581	3,535546	0,588562	0,642305	0,678134	0	0,2	1
42	11	29	64	2	0,168435	3,79892	26,315384	0,002178	0,109278	1,41762	0,594054	0,646262	0,681101	0	0,2	1
42	21	1	64	2	0,127272	3,534603	22,099379	0,001997	0,23907	2,048484	0,535791	0,631554	0,685141	0	0,2	1
42	21	15	64	2	0,127272	3,682476	18,152012	0,003163	0,208653	2,048484	0,539894	0,620602	0,680091	0	0,2	1
42	21	29	64	2	0,141669	3,992402	28,305979	0,005656	0,187625	1,662968	0,551256	0,621918	0,684005	0	0,2	1
42	31	1	64	2	0,122128	3,273889	11,941914	0,006902	0,198853	1,773228	0,468438	0,588859	0,681985	0	0,2	1
42	31	15	64	2	0,156861	4,037412	41,003899	0,002569	0,179612	3,329436	0,489395	0,601535	0,695619	0	0,2	1
42	31	29	64	2	0,217287	3,979484	43,270428	0,003779	0,36752	3,329436	0,471594	0,603212	0,68129	0	0,2	1
42	41	1	64	2	0,22897	2,776386	15,362554	0,00791	0,22472	0,964896	0,341687	0,56073	0,676998	0	0,2	1
42	41	15	64	2	0,592764	3,755255	19,407429	0,00764	0,076152	0,333005	0,411817	0,570211	0,676998	1	0,2	1
42	41	29	64	2	0,262459	6,84695	74,946854	0,001917	0,195448	0,713946	0,39288	0,565829	0,682742	0	0	0
3	1	1	64	502	22,639631	124,131836	1257,102051	0,000179	0,017553	0,054324	0,44401	0,69425	0,754955	1	0,8	1
3	1	15	64	502	29,579473	145,739517	3825,811768	0,000098	0,014944	0,05493	0,39591	0,688361	0,751547	1	0,6	1
3	1	29	64	502	29,057562	189,940231	3547,320313	0,000196	0,014671	0,052101	0,385873	0,685094	0,762151	1	0,8	1
3	2	1	64	502	17,196148	173,228226	2134,519775	0,000329	0,020291	0,101655	0,341687	0,542827	0,751357	0	0,6	1
3	2	15	64	502	19,628908	160,348251	2451,4104	0,000165	0,023834	0,09735	0,341687	0,479486	0,746812	1	0,8	1
3	2	29	64	502	16,120583	108,758827	848,859802	0,000624	0,023873	0,114336	0,341687	0,469615	0,748895	1	1	1
3	3	1	64	502	14,430059	108,349266	1723,648071	0,000442	0,019781	0,118679	0,341687	0,484023	0,751799	1	0,6	1
3	3	15	64	502	14,759215	78,879318	472,203583	0,001344	0,029701	0,128783	0,341687	0,480913	0,750284	0	0,6	1
3	3	29	64	502	13,859422	154,96994	1601,417358	0,000476	0,02259	0,111584	0,341687	0,450673	0,73646	1	1,2	2
16	1	1	64	502	8,712414	18,875057	83,479477	0,001279	0,014993	0,056106	0,663742	0,686302	0,721058	4	4,4	5
16	1	15	64	502	8,931576	26,188046	127,511162	0,000312	0,008583	0,051819	0,673337	0,691035	0,734377	4	4,4	5
16	1	29	64	502	7,864563	20,348347	111,981583	0,001419	0,011733	0,051459	0,67037	0,688573	0,718975	4	4,6	5
16	4	1	64	502	0,539328	7,87387	95,170448	0,002446	0,296112	1,198004	0,521462	0,66598	0,75748	3	3,6	4
16	4	15	64	502	0,55485	11,556514	94,954575	0,001837	0,147118	0,837995	0,341687	0,622414	0,709317	3	3,8	4
16	4	29	64	502	0,507211	13,2219	67,881454	0,002905	0,151628	1,018756	0,353617	0,621964	0,74252	3	3,8	4
16	7	1	64	502	0,578536	16,177507	94,65802	0,004771	0,083698	0,526813	0,341687	0,641288	0,75142	3	3,6	4
16	7	15	64	502	1,286175	15,07019	78,972588	0,003245	0,097202	0,456508	0,341687	0,611755	0,717207	3	3,4	4
16	7	29	64	502	0,858767	9,065171	44,803303	0,004183	0,147929	0,700142	0,341687	0,600219	0,753819	3	3,6	4
16	10	1	64	502	0,508428	10,741137	47,537834	0,003536	0,119146	1,370722	0,366684	0,62077	0,731095	3	3,4	4
16	10	15	64	502	0,566744	8,492799	80,992363	0,001923	0,278713	1,058323	0,357594	0,562733	0,726487	3	3,2	4
16	10	29	64	502	0,982868	14,652443	102,496422	0,001496	0,061257	0,585588	0,341687	0,581557	0,731095	3	3,4	4
16	13	1	64	502	0,462584	8,420649	144,679352	0,000615	0,183547	0,791702	0,362202	0,625284	0,734061	3	3,4	4
16	13	15	64	502	0,465649	17,086718	185,507782	0,001534	0,088036	1,140328	0,341687	0,588055	0,720048	3	3,4	4
16	13	29	64	502	1,631806	16,932663	98,688225	0,00367	0,052773	0,360015	0,341687	0,609159	0,740942	3	3,4	4
16	16	1	64	502	0,999142	19,267281	57,476997	0,002439	0,070979	0,752177	0,341687	0,548177	0,723772	3	3	3
16	16	15	64	502	1,336139	20,652529	77,506569	0,001581	0,058902	0,437346	0,341687	0,558872	0,721437	3	3	3
16	16	29	64	502	0,70202	12,266754	88,837372	0,003936	0,145988	0,752856	0,341687	0,541616	0,728065	3	3,2	4
29	1	1	64	502	5,634939	11,488345	30,882641	0,001008	0,01167	0,049892	0,666709	0,677904	0,697892	19	19,6	20
29	1	15	64	502	6,550636	11,301825	30,300919	0,001538	0,012245	0,04156	0,669676	0,6778	0,692211	19	19,6	20
29	1	29	64	502	5,583355	11,843304	50,912773	0,001169	0,010937	0,044863	0,666898	0,678613	0,695367	19	19,6	20
29	8	1	64	502	0,705048	9,59	113,023239	0,001713	0,075338	0,285674	0,341687	0,616864	0,725982	12	13,4	14
29	8	15	64	502	0,367951	5,994123	23,155687	0,002264	0,186473	1,406914	0,341687	0,588185	0,752178	11	13,4	16
29	8	29	64	502	0,107376	5,244576	11,207973	0,008038	0,105939	1,152857	0,341687	0,539952	0,71948	10	11,4	13
29	15	1	64	502	0,228002	7,348472	21,935774	0,005394	0,181236	3,068758	0,341687	0,575517	0,71746	11	12	13
29	15	15	64	502	0,55342	5,489859	12,546109	0,006708	0,099079	0,353897	0,341687	0,598427	0,695998	10	11,8	13
29	15	29	64	502	0,268006	4,276845	19,648882	0,001002	0,208388	0,931182	0,341687	0,545467	0,699533	10	12,4	15
29	22	1	64	502	0,79886	10,309094	47,092102	0,003301	0,064374	0,309021	0,341687	0,555644	0,689749	9	11,4	12
29	22	15	64	502	0,37331	4,704243	14,679137	0,004968	0,141597	0,672772	0,341687	0,523658	0,70938	10	10,6	12
29	22	29	64	502	0,192662	5,044281	22,485575	0,007535	0,382467	3,229417	0,341687	0,545579	0,700164	9	11,2	14
29	29	1	64	502	0,400135	5,936943	19,55316	0,002846	0,231755	1,853976	0,341687	0,541503	0,735829	9	11	13
29	29	15	64	502	3,211493	7,542532	18,614355	0,008589	0,050126	0,107184	0,341687	0,501264	0,724656	8	9,6	11
29	29	29	64	502	3,01149	9,097289	15,952902	0,001938	0,044562	0,109833	0,341687	0,470808	0,67826	8	9,2	10
42	1	1	64	502	4,174601	6,759338	14,125395	0,003163	0,018507	0,051356	0,666772	0,671973	0,67826	55	55	55
