48, 34, 15, 16, 1002, 1.507930, 5.249331, 15.064732, 0.013450, 0.061088, 0.176014, 0.374094, 0.472343, 0.617539, 24.000000, 29.600000, 33.000000
48, 34, 29, 16, 1002, 0.450398, 4.896749, 34.944592, 0.007475, 0.222587, 0.622545, 0.394296, 0.481841, 0.637945, 24.000000, 27.600000, 33.000000
48, 35, 1, 16, 1002, 1.348511, 5.227821, 13.161022, 0.016266, 0.073731, 0.149830, 0.372156, 0.474902, 0.583053, 20.000000, 29.200000, 35.000000
48, 35, 15, 16, 1002, 2.077735, 6.501356, 18.847527, 0.023515, 0.649664, 1.846908, 0.384808, 0.460176, 0.530252, 30.000000, 33.200000, 39.000000
48, 35, 29, 16, 1002, 1.064215, 4.399064, 10.818821, 0.020052, 0.142608, 0.364572, 0.379910, 0.484296, 0.637945, 24.000000, 30.200000, 35.000000
48, 36, 1, 16, 1002, 0.878532, 5.152676, 13.127211, 0.012397, 0.074015, 0.255031, 0.372666, 0.493014, 0.632691, 22.000000, 25.400000, 31.000000
48, 36, 15, 16, 1002, 1.139351, 4.964498, 9.576292, 0.040485, 0.596032, 2.330092, 0.387154, 0.461566, 0.627538, 30.000000, 32.400000, 35.000000
48, 36, 29, 16, 1002, 1.280159, 6.748910, 16.693176, 0.029348, 0.176420, 0.670362, 0.381339, 0.445398, 0.555556, 29.000000, 31.400000, 36.000000
48, 37, 1, 16, 1002, 0.909948, 5.422659, 10.317510, 0.018064, 0.074200, 0.111845, 0.376900, 0.489366, 0.637945, 24.000000, 25.800000, 29.000000
48, 37, 15, 16, 1002, 2.509634, 7.843083, 29.793915, 0.015472, 0.223739, 1.730810, 0.380216, 0.445517, 0.506173, 28.000000, 32.200000, 37.000000
48, 37, 29, 16, 1002, 2.184393, 5.592790, 44.301636, 0.011010, 0.096751, 0.224571, 0.386440, 0.465720, 0.555556, 29.000000, 31.600000, 35.000000
48, 38, 1, 16, 1002, 1.423803, 3.976148, 19.154625, 0.020076, 0.043839, 0.084418, 0.380522, 0.496391, 0.581624, 19.000000, 25.800000, 38.000000
48, 38, 15, 16, 1002, 0.751851, 5.454479, 19.045845, 0.022704, 0.139817, 0.281843, 0.383685, 0.473924, 0.603000, 18.000000, 27.800000, 35.000000
48, 38, 29, 16, 1002, 1.774829, 7.183143, 22.724770, 0.006788, 0.106837, 0.378199, 0.374503, 0.467001, 0.603306, 23.000000, 28.600000, 34.000000
48, 39, 1, 16, 1002, 1.978398, 5.616079, 17.170897, 0.012745, 0.394289, 0.778461, 0.372003, 0.468913, 0.550250, 26.000000, 30.200000, 34.000000
48, 39, 15, 16, 1002, 1.620391, 5.125739, 13.099189, 0.017874, 0.161224, 1.469494, 0.373890, 0.460414, 0.584532, 29.000000, 32.400000, 35.000000
48, 39, 29, 16, 1002, 1.467943, 5.643118, 11.907568, 0.006268, 0.250478, 1.580530, 0.378380, 0.482629, 0.637945, 24.000000, 26.600000, 30.000000
48, 40, 1, 16, 1002, 1.763950, 7.388968, 26.893717, 0.018944, 0.153106, 0.401152, 0.386542, 0.448821, 0.637945, 31.000000, 32.200000, 34.000000
48, 40, 15, 16, 1002, 1.704133, 7.012937, 17.956879, 0.007165, 0.230313, 2.579365, 0.374350, 0.473066, 0.589991, 24.000000, 28.000000, 31.000000
48, 40, 29, 16, 1002, 1.122376, 5.311885, 13.444172, 0.040323, 0.263695, 2.597935, 0.380267, 0.468066, 0.598765, 23.000000, 29.000000, 38.000000
48, 41, 1, 16, 1002, 2.407855, 7.245912, 18.182962, 0.020446, 0.186930, 0.766034, 0.380369, 0.466246, 0.542904, 26.000000, 31.000000, 36.000000
48, 41, 15, 16, 1002, 1.305359, 7.132852, 33.517578, 0.011039, 0.180951, 1.408670, 0.374656, 0.463432, 0.627538, 25.000000, 30.000000, 35.000000
48, 41, 29, 16, 1002, 0.643616, 6.817507, 20.313307, 0.019373, 0.107333, 0.230388, 0.392256, 0.484743, 0.643302, 24.000000, 28.400000, 31.000000
48, 42, 1, 16, 1002, 1.809566, 5.651355, 15.631720, 0.003441, 0.182282, 0.787484, 0.374043, 0.463104, 0.543006, 27.000000, 29.000000, 33.000000
48, 42, 15, 16, 1002, 0.445987, 5.442102, 13.883539, 0.038622, 0.185787, 0.388080, 0.385726, 0.492945, 0.654321, 20.000000, 26.400000, 36.000000
48, 42, 29, 16, 1002, 0.665924, 5.924386, 17.145481, 0.007130, 0.132384, 0.501990, 0.373176, 0.449280, 0.617539, 25.000000, 32.000000, 37.000000
