					BDI			DI			Rand			Rand		
medoidy	klaster	s¹siedzi	populacja	kroki	min	mean	max	min	mean	max	min	mean	max	min	mean	max
36	33	1	16	2	0,160951	2,370296	6,425006	0,049547	0,556588	1,691314	0,459822	0,592496	0,668533	0	0	0
36	33	15	16	2	0,160951	1,103281	1,751761	0,126863	0,542319	1,691314	0,459822	0,617045	0,693333	0	0	0
36	33	29	16	2	0,160951	2,547038	6,425006	0,049547	0,508228	1,691314	0,459822	0,59325	0,668533	1	0,2	1
3	1	1	16	502	22,971193	63,815144	128,362381	0,001152	0,012568	0,037051	0,7184	0,792039	0,899467	0	0	0
3	1	15	16	502	31,285391	91,403549	665,621094	0,000998	0,01332	0,03834	0,531467	0,782904	0,899467	0	0,2	1
3	1	29	16	502	28,465179	79,121376	710,455505	0,001178	0,019991	0,046868	0,540711	0,801075	0,942133	0	0	0
3	2	1	16	502	24,927696	64,034142	345,244263	0,002761	0,024548	0,042942	0,333333	0,611047	0,874578	0	0,2	1
3	2	15	16	502	13,760054	67,51255	483,024536	0,001926	0,040957	0,129742	0,333333	0,57431	0,885422	0	0,2	1
3	2	29	16	502	32,66415	46,170303	100,98806	0,009066	0,028809	0,048436	0,333333	0,606606	0,9272	0	0	0
3	3	1	16	502	14,353909	90,67366	361,420959	0,002914	0,025731	0,120541	0,333333	0,58967	0,9256	0	0,2	1
3	3	15	16	502	14,353909	62,506573	284,719086	0,002914	0,037349	0,120541	0,333333	0,489094	0,949867	0	0,2	1
3	3	29	16	502	36,284489	103,072609	309,851654	0,002719	0,018879	0,035153	0,333333	0,447169	0,974133	0	0,2	1
14	1	1	16	502	17,028421	23,996374	39,930874	0,004574	0,015	0,040071	0,719378	0,755057	0,850667	1	0,8	1
14	1	15	16	502	12,923218	22,497604	41,93063	0,004427	0,018728	0,048496	0,726933	0,755201	0,817244	0	0,6	1
14	1	29	16	502	13,644374	23,213703	36,051628	0,002722	0,013823	0,031706	0,712622	0,750352	0,829511	1	0,8	1
14	4	1	16	502	2,367001	11,385893	39,477547	0,005722	0,060069	0,186102	0,607378	0,713957	0,859467	1	0,8	1
14	4	15	16	502	1,294593	10,400926	34,585747	0,007992	0,072962	0,41136	0,580089	0,731553	0,834667	0	0,6	1
14	4	29	16	502	1,472212	12,386951	31,958109	0,003364	0,062629	0,454267	0,563111	0,719687	0,8144	1	0,8	1
14	7	1	16	502	5,749933	16,482124	31,637325	0,006869	0,036802	0,089622	0,520622	0,708512	0,811378	1	0,8	1
14	7	15	16	502	1,860919	13,276742	44,019405	0,009442	0,056789	0,290483	0,5096	0,684702	0,781689	1	0,6	1
14	7	29	16	502	0,7857	12,3278	31,784891	0,008929	0,112927	0,830318	0,5328	0,678372	0,803289	1	0,8	1
14	10	1	16	502	1,734011	8,167353	16,78994	0,028239	0,053452	0,146495	0,347467	0,609029	0,864978	1	0,6	1
14	10	15	16	502	2,250578	9,070702	27,873142	0,018036	0,092544	0,25514	0,366667	0,628854	0,812178	0	0,6	1
14	10	29	16	502	1,432966	9,585249	30,149677	0,009608	0,084557	0,348876	0,418933	0,627899	0,815911	1	0,8	1
14	13	1	16	502	3,146488	10,548997	24,755365	0,014236	0,048164	0,084517	0,347467	0,614438	0,852178	1	0,6	1
14	13	15	16	502	1,347991	 1.#INF00	 1.#INF00	0,005722	0,124856	0,484556	0,333333	0,615722	0,837422	1	0,6	1
14	13	29	16	502	0,993424	7,908265	22,330206	0,013561	0,131103	0,707317	0,333333	0,576593	0,791111	1	0,6	1
25	1	1	16	502	8,835566	12,166576	21,266724	0,009354	0,023851	0,05132	0,704089	0,715702	0,730489	3	3,2	4
25	1	15	16	502	9,211171	12,25454	20,751919	0,00871	0,024587	0,062877	0,705511	0,71932	0,738844	3	3	3
25	1	29	16	502	9,214364	11,375809	14,495021	0,007486	0,02683	0,04304	0,707644	0,719607	0,736889	3	3,2	4
25	7	1	16	502	0,416158	3,336069	14,269546	0,014651	0,258346	1,240747	0,570133	0,670458	0,758844	2	2,6	3
25	7	15	16	502	0,563484	2,922219	10,555367	0,037598	0,2716	1,217636	0,581333	0,672024	0,7488	2	2,8	3
25	7	29	16	502	1,023126	6,060755	13,014531	0,016305	0,075669	0,275998	0,440356	0,672861	0,7312	3	3	3
25	13	1	16	502	0,766698	4,635272	15,549896	0,015155	0,131104	1,041024	0,503733	0,657178	0,739733	2	2,6	3
25	13	15	16	502	1,616752	5,897293	14,875123	0,023091	0,084143	0,200656	0,466667	0,665285	0,771111	2	2,6	3
25	13	29	16	502	0,331273	3,947456	11,548612	0,024772	0,303373	1,298698	0,529867	0,664341	0,726133	2	2,6	3
25	19	1	16	502	0,860889	7,388273	17,533379	0,008202	0,064978	0,145725	0,333333	0,641521	0,857689	2	2,2	3
25	19	15	16	502	1,520571	4,339624	16,350437	0,020831	0,107879	0,274251	0,494756	0,624674	0,752889	2	2,6	3
25	19	29	16	502	0,902827	5,168496	14,073845	0,015009	0,101495	0,453889	0,445333	0,647548	0,740089	2	2,4	3
25	25	1	16	502	0,864138	4,566628	11,12119	0,01669	0,215135	0,887955	0,347467	0,578908	0,727022	2	2,2	3
25	25	15	16	502	0,588948	5,149426	15,76995	0,018673	0,147983	0,591026	0,333333	0,581319	0,7784	2	2,2	3
25	25	29	16	502	1,791034	6,852692	13,774858	0,021246	0,076188	0,3808	0,3632	0,570393	0,728356	2	2,2	3
36	1	1	16	502	6,121553	7,853849	12,499772	0,010845	0,030374	0,066457	0,696444	0,7032	0,723911	8	8,4	9
36	1	15	16	502	5,97683	7,793668	11,750698	0,007782	0,031351	0,06341	0,697333	0,703522	0,740978	8	8,6	9
36	1	29	16	502	5,658929	7,82627	11,619666	0,013807	0,029129	0,056669	0,697333	0,702586	0,712267	8	8,6	9
36	9	1	16	502	0,476965	2,613541	10,873991	0,022697	0,171818	0,336868	0,6232	0,66964	0,705067	7	7,6	8
36	9	15	16	502	0,318385	1,749173	7,179052	0,02598	0,291053	0,971543	0,5104	0,657389	0,714489	7	7,2	8
36	9	29	16	502	0,507993	2,686273	7,144308	0,013467	0,170092	0,593886	0,403289	0,629831	0,716267	6	7,2	8
36	17	1	16	502	0,770295	2,981988	6,924453	0,029488	0,157204	0,363055	0,523289	0,625347	0,715022	5	6,6	7
36	17	15	16	502	0,193385	 1.#INF00	 1.#INF00	0,041287	0,168294	0,636167	0,537067	0,6241	0,7104	6	6,6	7
36	17	29	16	502	0,641511	3,230951	8,761377	0,008697	0,095969	0,230836	0,538578	0,636711	0,735733	7	7,2	8
36	25	1	16	502	0,568909	 1.#INF00	 1.#INF00	0,035786	0,172375	0,850785	0,5248	0,615531	0,715556	6	6,4	7
36	25	15	16	502	0,968079	2,807933	6,059415	0,032186	0,146212	0,486205	0,484178	0,614742	0,715822	5	6,4	7
36	25	29	16	502	0,720427	3,484473	7,473667	0,033528	0,15559	0,427105	0,3816	0,576956	0,716	5	6,4	7
36	33	1	16	502	0,850191	 1.#INF00	 1.#INF00	0,019055	0,118867	0,42657	0,437422	0,610803	0,711289	5	6,2	7
36	33	15	16	502	0,826321	3,261543	9,643903	0,030959	0,159385	0,419079	0,416889	0,566523	0,716267	5	5,8	6
36	33	29	16	502	0,349042	0,948704	1,593463	0,188794	0,437685	0,752257	0,342578	0,563726	0,692	5	5,6	7
3	1	1	16	1002	31,62678	74,519905	662,085083	0,000853	0,022958	0,041659	0,502844	0,81994	0,906133	1	0,4	1
3	1	15	16	1002	21,430044	134,566422	938,588867	0,000853	0,015726	0,049666	0,385244	0,794809	0,9272	0	0,2	1
3	1	29	16	1002	28,847094	76,277176	450,791901	0,001517	0,016636	0,04579	0,417956	0,801112	0,9192	0	0,2	1
3	2	1	16	1002	17,734337	87,325989	783,40741	0,001325	0,036234	0,109058	0,333333	0,618862	0,8688	0	0,2	1
3	2	15	16	1002	29,896036	73,834877	222,783859	0,002435	0,017822	0,039173	0,333333	0,585373	0,897511	0	0,4	1
3	2	29	16	1002	18,202261	65,051491	295,674133	0,003772	0,043059	0,092295	0,333333	0,516048	0,911378	0	0,2	1
3	3	1	16	1002	17,731638	51,053596	158,830933	0,008429	0,042444	0,110012	0,333333	0,593189	0,942133	0	0,2	1
3	3	15	16	1002	18,846077	52,49609	76,948006	0,010358	0,027722	0,079524	0,333333	0,470256	0,912978	0	0,4	1
3	3	29	16	1002	34,82214	45,313618	80,227051	0,00289	0,021056	0,040301	0,333333	0,604839	0,9272	1	0,4	1
14	1	1	16	1002	11,207055	25,703854	157,494904	0,00209	0,017211	0,047744	0,732533	0,762786	0,822222	1	1,4	2
14	1	15	16	1002	13,054207	21,155163	39,825108	0,005467	0,018037	0,038666	0,719111	0,749704	0,816978	1	1,6	2
14	1	29	16	1002	14,481908	21,442905	28,502462	0,007251	0,017198	0,051435	0,7288	0,748666	0,800089	1	1,6	2
14	4	1	16	1002	1,003216	9,073129	36,160961	0,012326	0,147163	0,763075	0,559911	0,732918	0,833067	1	1,4	2
14	4	15	16	1002	1,150776	8,971043	25,854546	0,009709	0,069901	0,396108	0,422933	0,693533	0,806844	1	1,4	2
14	4	29	16	1002	1,262214	9,97009	36,944359	0,007111	0,08204	0,402583	0,591022	0,710429	0,804889	1	1,4	2
14	7	1	16	1002	1,017684	10,35739	36,447197	0,006267	0,085354	0,483816	0,471644	0,676036	0,862222	1	1,2	2
14	7	15	16	1002	0,819526	10,724576	28,948986	0,011342	0,088867	0,577788	0,352533	0,700488	0,927556	1	1,4	2
14	7	29	16	1002	2,257235	13,159646	40,453552	0,007233	0,067747	0,239914	0,517156	0,713283	0,8688	1	1,4	2
14	10	1	16	1002	3,351233	12,186759	35,086525	0,006973	0,057727	0,176214	0,333333	0,650129	0,879467	1	1,2	2
14	10	15	16	1002	1,46727	11,357609	36,246105	0,0121	0,102055	0,636487	0,419733	0,628901	0,766933	1	1,2	2
14	10	29	16	1002	2,439032	11,693252	21,573366	0,016067	0,051146	0,157963	0,333333	0,583542	0,800533	1	1,2	2
14	13	1	16	1002	2,033055	9,059891	26,033546	0,014784	0,124954	0,506648	0,333333	0,614588	0,794578	1	1,2	2
14	13	15	16	1002	1,502894	10,583282	25,498943	0,006333	0,070328	0,392906	0,333333	0,613298	0,899733	1	1,2	2
14	13	29	16	1002	1,411372	10,568624	35,720734	0,011234	0,093507	0,312608	0,333333	0,650756	0,809689	1	1,4	2
25	1	1	16	1002	8,866386	12,491886	19,270887	0,006508	0,022584	0,05233	0,705156	0,720069	0,750133	6	6	6
25	1	15	16	1002	9,267835	12,861773	20,058884	0,006196	0,024791	0,055132	0,705511	0,718534	0,750311	6	6,2	7
25	1	29	16	1002	9,432134	12,855446	28,53981	0,004891	0,02557	0,050069	0,7088	0,717578	0,745244	6	6,2	7
25	7	1	16	1002	0,548893	4,735997	20,545097	0,013812	0,173661	0,924239	0,518311	0,682162	0,764356	5	5,4	6
25	7	15	16	1002	0,925735	3,816489	10,48753	0,023008	0,117896	0,293182	0,534311	0,70113	0,828978	5	5,4	6
25	7	29	16	1002	0,387799	3,945967	8,848945	0,032688	0,15284	1,022063	0,488711	0,65588	0,728889	5	5,6	6
25	13	1	16	1002	1,120833	5,255524	16,45879	0,018498	0,137655	0,670987	0,427467	0,621411	0,714044	4	4,8	6
25	13	15	16	1002	0,34795	3,032319	11,026459	0,024585	0,257898	1,51238	0,513867	0,661574	0,8616	5	5,2	6
25	13	29	16	1002	0,623864	6,65573	42,592262	0,002316	0,107851	0,399595	0,453244	0,67136	0,776978	4	5,4	6
25	19	1	16	1002	0,530436	3,659592	12,616696	0,035556	0,260661	1,407015	0,395556	0,595669	0,748978	4	4,6	5
25	19	15	16	1002	0,756079	5,157915	10,258041	0,010125	0,1619	0,594815	0,440622	0,606077	0,740089	4	4,6	5
25	19	29	16	1002	0,932887	2,770222	10,18154	0,024869	0,257218	0,511984	0,393689	0,584898	0,720356	4	4,8	5
25	25	1	16	1002	1,586051	2,864742	5,78138	0,063957	0,147527	0,297937	0,370311	0,58897	0,751022	4	4	4
25	25	15	16	1002	3,173153	4,862234	8,492633	0,038257	0,093506	0,150911	0,333333	0,533552	0,76	3	3,8	5
25	25	29	16	1002	1,346933	7,081252	11,112543	0,035537	0,092558	0,252009	0,333333	0,583369	0,723644	3	3,8	5
36	1	1	16	1002	6,38057	8,097696	11,460285	0,009336	0,030747	0,053833	0,697867	0,702617	0,713067	17	17	17
36	1	15	16	1002	6,134259	7,766176	13,665276	0,008494	0,031569	0,071333	0,6968	0,704967	0,717244	16	16,8	18
36	1	29	16	1002	6,092733	7,809666	10,464295	0,01543	0,032866	0,080779	0,697867	0,705481	0,7272	17	17	17
36	9	1	16	1002	0,374633	 1.#INF00	 1.#INF00	0,015506	0,208607	0,69185	0,610667	0,664274	0,719467	14	15	16
36	9	15	16	1002	0,636067	 1.#INF00	 1.#INF00	0,026078	0,108614	0,386988	0,561511	0,649432	0,708356	13	14	15
36	9	29	16	1002	0,365942	2,228649	7,324862	0,028059	0,175912	0,601428	0,604	0,664836	0,732978	15	15,4	16
36	17	1	16	1002	0,454035	2,873731	10,016014	0,022748	0,174603	0,527289	0,342578	0,611482	0,723911	11	13,4	15
36	17	15	16	1002	1,098042	2,716794	5,838521	0,045667	0,145994	0,352451	0,545156	0,627207	0,732	13	13,6	14
36	17	29	16	1002	0,933117	2,49529	6,366529	0,037062	0,161277	0,37545	0,566311	0,6598	0,722844	13	14	15
36	25	1	16	1002	0,640265	3,43434	6,606082	0,046766	0,222483	1,082782	0,450222	0,604753	0,717422	11	12	13
36	25	15	16	1002	0,708918	2,074223	7,270931	0,031983	0,22266	0,786813	0,347467	0,589099	0,708711	11	12,2	13
36	25	29	16	1002	0,257263	2,983812	9,495179	0,020326	0,29673	2,017615	0,342222	0,565816	0,708533	9	11,4	13
36	33	1	16	1002	0,473955	 1.#INF00	 1.#INF00	0,06482	0,270274	0,652015	0,395467	0,565967	0,699556	8	10,8	14
36	33	15	16	1002	0,457345	1,728404	5,185654	0,081806	0,333116	1,035387	0,373422	0,562929	0,707822	10	12	14
36	33	29	16	1002	1,087034	4,13838	8,721504	0,018943	0,133051	0,511975	0,4872	0,589993	0,706578	10	11,6	13
3	1	1	64	2	26,678881	93,598419	366,889893	0,001568	0,014974	0,053576	0,537867	0,790275	0,957422	0	0	0
3	1	15	64	2	26,678881	134,715576	1502,163696	0,000828	0,016479	0,053576	0,42	0,788638	0,957422	0	0	0
3	1	29	64	2	26,255453	121,529274	972,325867	0,000871	0,015823	0,053576	0,390311	0,773409	0,957422	0	0	0
3	2	1	64	2	20,438328	69,687531	427,535797	0,001564	0,021459	0,077831	0,333333	0,646439	0,957778	0	0	0
3	2	15	64	2	20,438328	91,619469	669,576233	0,001315	0,020316	0,077831	0,333333	0,669062	0,957778	0	0	0
3	2	29	64	2	20,815351	74,667961	231,596313	0,001718	0,021976	0,08249	0,333333	0,664196	0,957778	0	0	0
3	3	1	64	2	21,313023	116,118752	1272,754517	0,001196	0,020249	0,089289	0,333333	0,624762	0,957244	0	0	0
3	3	15	64	2	17,9879	92,602745	673,850586	0,001511	0,021956	0,089289	0,333333	0,595945	0,957244	0	0	0
3	3	29	64	2	21,223988	83,462753	673,850586	0,001511	0,023578	0,091672	0,333333	0,560134	0,957244	0	0	0
14	1	1	64	2	12,65637	24,379009	58,041744	0,002872	0,015535	0,053501	0,716	0,76028	0,846578	0	0,2	1
14	1	15	64	2	14,314949	23,920736	60,203575	0,003518	0,01544	0,049127	0,720622	0,754695	0,823911	0	0	0
14	1	29	64	2	12,65637	23,811831	50,436977	0,003518	0,015503	0,047645	0,725156	0,756068	0,814844	0	0	0
14	4	1	64	2	1,91609	 1.#INF00	 1.#INF00	0,006632	0,038934	0,227205	0,632622	0,724857	0,824356	0	0	0
14	4	15	64	2	2,328623	14,25575	36,717182	0,006784	0,038912	0,199332	0,631556	0,729233	0,809867	0	0	0
14	4	29	64	2	2,328623	15,46286	74,87413	0,004482	0,037343	0,199403	0,6328	0,725772	0,824356	0	0	0
14	7	1	64	2	1,408463	12,137177	34,846317	0,006327	0,060338	0,307756	0,54	0,690926	0,808356	0	0	0
14	7	15	64	2	1,390218	11,430971	30,057436	0,006762	0,066125	0,394662	0,563467	0,688085	0,806933	0	0	0
14	7	29	64	2	1,390218	11,867556	28,098764	0,006706	0,063311	0,437913	0,539289	0,691428	0,806933	0	0	0
14	10	1	64	2	0,964551	10,13118	32,208557	0,010126	0,087364	0,84685	0,398756	0,662073	0,783733	0	0	0
14	10	15	64	2	0,964551	8,839794	37,531075	0,00994	0,103334	0,84685	0,4024	0,653194	0,847022	0	0,2	1
14	10	29	64	2	1,503763	11,415835	55,906635	0,005934	0,073385	0,32052	0,482756	0,672242	0,797067	0	0	0
14	13	1	64	2	0,949201	6,853373	18,708527	0,010012	0,149439	0,767494	0,351467	0,613468	0,8408	0	0	0
14	13	15	64	2	1,547612	7,899843	23,085287	0,014107	0,125933	0,767494	0,366667	0,614223	0,820711	0	0	0
14	13	29	64	2	0,865058	9,471554	47,307491	0,00867	0,124823	0,76213	0,366667	0,611118	0,846844	0	0	0
25	1	1	64	2	8,734547	12,431085	24,581575	0,006589	0,025396	0,057844	0,708711	0,721488	0,756089	0	0	0
25	1	15	64	2	8,644573	12,376322	24,581575	0,006589	0,025273	0,057844	0,699911	0,72149	0,7408	0	0	0
25	1	29	64	2	8,518986	12,431353	21,134811	0,006589	0,022615	0,06145	0,700178	0,719188	0,776444	0	0,2	1
25	7	1	64	2	0,375403	 1.#INF00	 1.#INF00	0,009544	0,098063	0,601756	0,612889	0,689226	0,757067	0	0	0
25	7	15	64	2	0,375403	 1.#INF00	 1.#INF00	0,008863	0,087009	0,601756	0,612889	0,691522	0,757067	0	0	0
25	7	29	64	2	0,375403	5,426556	21,238482	0,005297	0,095193	0,601756	0,618222	0,687083	0,761689	1	0,2	1
25	13	1	64	2	0,400521	5,962118	16,37212	0,010742	0,177048	1,991405	0,547467	0,663104	0,763644	0	0	0
25	13	15	64	2	0,467202	5,705797	16,75337	0,010742	0,134574	1,991405	0,501511	0,662397	0,763644	0	0	0
25	13	29	64	2	0,473	5,891962	16,75337	0,010311	0,110426	1,394898	0,550844	0,657394	0,763644	0	0	0
25	19	1	64	2	0,619704	5,069839	17,503801	0,008071	0,131452	1,181382	0,456622	0,626122	0,733511	1	0,2	1
25	19	15	64	2	1,254079	3,7426	18,07696	0,022689	0,139686	0,337923	0,450222	0,597183	0,740178	0	0	0
25	19	29	64	2	0,295069	4,964144	18,07696	0,007953	0,120488	0,603492	0,465244	0,623039	0,747378	0	0	0
25	25	1	64	2	0,573698	6,509598	15,755973	0,015491	0,164037	1,234015	0,375556	0,600743	0,724	0	0	0
25	25	15	64	2	1,222792	5,245347	15,755973	0,011485	0,132628	0,355745	0,375556	0,592141	0,757689	0	0	0
25	25	29	64	2	0,470665	 1.#INF00	 1.#INF00	0,011485	0,176451	1,234015	0,347467	0,60009	0,739378	0	0,2	1
36	1	1	64	2	5,940973	7,75767	12,160255	0,008732	0,029704	0,073198	0,697244	0,704762	0,750667	0	0	0
36	1	15	64	2	5,372465	8,204544	13,916134	0,006691	0,027997	0,077552	0,694844	0,704198	0,7224	0	0,2	1
36	1	29	64	2	5,372465	7,996581	13,116856	0,006064	0,030183	0,089123	0,696178	0,704479	0,733867	0	0,2	1
36	9	1	64	2	0,392536	 1.#INF00	 1.#INF00	0,031202	0,15089	0,77658	0,632178	0,672186	0,714222	0	0	0
36	9	15	64	2	0,381077	 1.#INF00	 1.#INF00	0,009984	0,109696	0,574303	0,632178	0,676489	0,728267	0	0,2	1
36	9	29	64	2	0,671255	 1.#INF00	 1.#INF00	0,012047	0,098956	0,403673	0,6288	0,678485	0,715289	0	0,2	1
36	17	1	64	2	0,268336	2,5857	8,457224	0,023367	0,233407	1,138409	0,532089	0,641722	0,706222	0	0	0
36	17	15	64	2	0,263666	 1.#INF00	 1.#INF00	0,020616	0,215589	1,30902	0,540889	0,648606	0,736444	0	0,2	1
36	17	29	64	2	0,235964	 1.#INF00	 1.#INF00	0,009586	0,185889	1,596057	0,547289	0,643679	0,719644	0	0,2	1
36	25	1	64	2	0,412272	2,264106	8,526783	0,0298	0,247652	0,955037	0,515822	0,625666	0,7096	0	0	0
36	25	15	64	2	0,230344	2,558847	9,482768	0,018902	0,229734	1,895275	0,429956	0,626783	0,719644	0	0,2	1
36	25	29	64	2	0,243454	2,752539	7,908927	0,01969	0,26697	1,895275	0,429956	0,621714	0,710222	0	0	0
36	33	1	64	2	0,488052	2,744806	7,372166	0,021607	0,277506	1,181524	0,378489	0,578147	0,736178	0	0,2	1
36	33	15	64	2	0,549551	2,442637	7,843834	0,024767	0,365258	1,181524	0,396978	0,582245	0,702311	0	0	0
36	33	29	64	2	0,36715	 1.#INF00	 1.#INF00	0,024767	0,373321	2,397949	0,355644	0,58125	0,716089	0	0,2	1
3	1	1	64	502	21,275335	87,008766	1258,645142	0,000595	0,017221	0,049944	0,380533	0,79816	0,957778	1	0,6	1
3	1	15	64	502	20,722948	101,498169	2146,945557	0,000354	0,016579	0,051376	0,385244	0,77491	0,965867	0	0,4	1
3	1	29	64	502	24,241407	88,21489	1008,703613	0,000372	0,016637	0,050817	0,447022	0,789112	0,957778	1	0,8	1
3	2	1	64	502	27,836756	81,932831	399,16214	0,000928	0,018852	0,054993	0,333333	0,570268	0,965867	0	0,4	1
3	2	15	64	502	15,818033	77,28447	278,487183	0,001337	0,027715	0,116563	0,333333	0,5302	0,965867	1	0,8	1
3	2	29	64	502	31,116087	103,577339	683,850891	0,001209	0,015389	0,054015	0,333333	0,513104	0,925422	1	0,8	1
3	3	1	64	502	13,790853	89,735695	839,817078	0,000945	0,03404	0,117902	0,333333	0,560282	0,957778	1	0,6	1
3	3	15	64	502	20,492823	107,842415	969,820618	0,000961	0,023016	0,083159	0,333333	0,510527	0,949422	1	0,6	1
3	3	29	64	502	17,012646	101,828384	754,389832	0,000944	0,020812	0,085783	0,333333	0,493707	0,949867	0	0,8	1
14	1	1	64	502	11,188663	21,091555	55,940426	0,003691	0,018101	0,053163	0,718578	0,762491	0,829511	3	3,2	4
14	1	15	64	502	13,075233	21,605997	42,563847	0,00519	0,016367	0,057402	0,723822	0,765932	0,837333	3	3	3
14	1	29	64	502	13,017144	20,670242	44,136761	0,003724	0,01847	0,053862	0,714756	0,762703	0,828089	3	3,2	4
14	4	1	64	502	1,403255	 1.#INF00	 1.#INF00	0,008063	0,054406	0,215887	0,333333	0,587816	0,874044	2	2,4	3
14	4	15	64	502	1,215036	10,154277	32,107803	0,007625	0,0884	0,75227	0,333333	0,617761	0,817156	2	2,4	3
14	4	29	64	502	0,730091	11,39432	29,044626	0,006868	0,091006	0,774171	0,333333	0,685858	0,885422	2	2,6	3
14	7	1	64	502	1,333298	 1.#INF00	 1.#INF00	0,005846	0,064799	0,403677	0,333333	0,640841	0,8816	2	2,2	3
14	7	15	64	502	1,072887	9,798473	36,919209	0,009379	0,094804	0,360605	0,333333	0,648733	0,819022	2	2,6	3
14	7	29	64	502	1,454676	11,261434	43,246483	0,00839	0,090308	0,317786	0,333333	0,637158	0,9016	2	2,4	3
14	10	1	64	502	0,877259	9,361643	24,551399	0,00496	0,140878	0,872652	0,333333	0,676918	0,852533	2	2,4	3
14	10	15	64	502	1,410294	10,121909	25,811235	0,006646	0,106403	0,564015	0,333333	0,648787	0,965867	2	2,2	3
14	10	29	64	502	1,465046	11,977884	24,980299	0,010086	0,056548	0,337762	0,333333	0,657675	0,921067	2	2,6	3
14	13	1	64	502	1,390032	11,441741	25,502237	0,008314	0,086336	0,540853	0,333333	0,58726	0,872622	2	2	2
14	13	15	64	502	2,184714	10,232901	29,382462	0,008006	0,075894	0,321361	0,333333	0,566078	0,934578	2	2,4	3
14	13	29	64	502	2,568228	13,769588	31,574657	0,012958	0,064032	0,443805	0,333333	0,55923	0,832178	1	2	3
25	1	1	64	502	8,680246	11,483234	22,860319	0,005171	0,029138	0,077024	0,7032	0,720081	0,748356	12	12,6	13
25	1	15	64	502	8,695586	12,23566	22,864748	0,004903	0,023391	0,074238	0,707289	0,721001	0,753867	12	12,4	13
25	1	29	64	502	7,942865	12,260036	25,03709	0,005356	0,025289	0,073986	0,705333	0,717311	0,762133	12	12,6	13
25	7	1	64	502	0,323846	4,495535	11,590629	0,014303	0,171126	0,844151	0,333333	0,606997	0,795467	8	8,2	9
25	7	15	64	502	0,894076	 1.#INF00	 1.#INF00	0,01927	0,172623	0,555212	0,333333	0,546362	0,821422	7	7,8	9
25	7	29	64	502	0,580971	5,319827	14,841082	0,007925	0,100129	0,329725	0,333333	0,583226	0,803733	7	8,2	9
25	13	1	64	502	1,461349	7,024375	37,351643	0,007306	0,086629	0,215412	0,333333	0,607553	0,777778	6	7,4	8
25	13	15	64	502	1,613836	4,971799	14,187741	0,019051	0,117051	0,40716	0,333333	0,677567	0,852444	7	8,2	9
25	13	29	64	502	0,505667	3,444392	13,344714	0,014419	0,229252	0,726474	0,333333	0,517013	0,780533	6	7	8
25	19	1	64	502	0,603791	4,186555	14,322361	0,017287	0,178701	0,83542	0,337867	0,54752	0,774667	7	7,8	9
25	19	15	64	502	0,771695	3,465729	9,661259	0,037151	0,146339	0,377163	0,333333	0,57153	0,784978	5	7	8
25	19	29	64	502	0,686324	6,240379	15,519985	0,013983	0,089048	0,209182	0,333333	0,545327	0,792089	7	7	7
25	25	1	64	502	0,338905	5,310529	11,082128	0,02197	0,188116	1,004058	0,333333	0,534794	0,8168	6	6,8	8
25	25	15	64	502	0,541842	5,105693	11,241367	0,015087	0,146348	1,624894	0,333333	0,493386	0,749778	6	6,4	8
25	25	29	64	502	1,096018	7,117489	12,153301	0,014692	0,106384	0,526016	0,333333	0,523018	0,762756	5	6,4	8
36	1	1	64	502	5,737916	7,848122	12,142661	0,008424	0,033914	0,081185	0,695644	0,703072	0,724533	33	34	35
36	1	15	64	502	5,884421	7,758063	11,917675	0,010433	0,035743	0,091145	0,694222	0,701254	0,723022	33	33,8	35
36	1	29	64	502	5,497383	7,433561	11,381394	0,015784	0,03552	0,091998	0,695644	0,702829	0,718489	34	34,4	35
36	9	1	64	502	0,24061	2,337574	5,923046	0,02871	0,19974	1,104492	0,333333	0,56082	0,765778	14	18,6	25
36	9	15	64	502	0,653713	3,58035	7,728233	0,036231	0,137182	0,418735	0,333333	0,576669	0,8056	14	19,8	25
36	9	29	64	502	0,273806	3,080741	7,34453	0,036812	0,342145	1,290733	0,333333	0,558314	0,818222	15	18,4	22
36	17	1	64	502	0,490649	 1.#INF00	 1.#INF00	0,034536	0,449641	1,766554	0,333333	0,507463	0,787733	17	18,2	20
36	17	15	64	502	0,663934	2,845959	7,350107	0,035353	0,183949	0,57401	0,333333	0,576563	0,818933	17	21,4	24
36	17	29	64	502	0,603867	2,163086	7,11395	0,044535	0,229531	0,585199	0,333333	0,566988	0,769244	15	18,4	20
36	25	1	64	502	0,655603	3,339584	7,994503	0,021497	0,148367	0,552964	0,333333	0,496717	0,774489	14	16,6	19
36	25	15	64	502	0,686414	4,024323	9,484353	0,018619	0,143925	0,444766	0,333333	0,48699	0,778578	14	15,8	20
36	25	29	64	502	0,286641	2,509827	7,013516	0,028093	0,263281	1,436164	0,333333	0,541896	0,754311	16	18	20
36	33	1	64	502	0,818208	4,462067	9,884273	0,01682	0,089031	0,252519	0,333333	0,506362	0,768622	13	15,6	18
36	33	15	64	502	0,52199	3,479856	8,741912	0,02457	0,177937	0,580819	0,333333	0,482409	0,707733	14	15,6	17
36	33	29	64	502	1,038297	4,054765	8,293623	0,020467	0,103678	0,326992	0,333333	0,492647	0,712889	12	15,6	19
3	1	1	64	1002	26,837494	89,915871	882,151367	0,000903	0,017295	0,056573	0,396356	0,807925	0,974133	1	1	1
