					BDI			DI			Rand			Rand		
medoidy	klaster	s¹siedzi	populacja	kroki	min	mean	max	min	mean	max	min	mean	max	min	mean	max
3	1	15	64	1002	25,632446	94,37648	1336,261719	0,000593	0,015653	0,053626	0,373511	0,786249	0,974133	1	1,2	2
3	1	29	64	1002	27,347071	99,671539	2208,493408	0,000326	0,01468	0,054903	0,352267	0,792924	0,957422	1	1,2	2
3	2	1	64	1002	14,822882	101,515862	903,545227	0,000978	0,026007	0,113476	0,333333	0,57256	0,949867	1	1	1
3	2	15	64	1002	11,755552	56,362064	576,489441	0,001677	0,042226	0,124818	0,333333	0,531718	0,965867	1	1,4	2
3	2	29	64	1002	13,04976	90,293053	676,547852	0,000383	0,036307	0,12147	0,333333	0,501651	0,906133	1	1,6	2
3	3	1	64	1002	12,70906	102,061653	602,948303	0,00182	0,02159	0,129876	0,333333	0,571801	0,957778	1	1,2	2
3	3	15	64	1002	14,311128	102,081947	552,223145	0,001661	0,020561	0,133829	0,333333	0,479511	0,933956	1	1,2	2
3	3	29	64	1002	15,113119	71,156525	573,046387	0,001351	0,039232	0,118567	0,333333	0,49809	0,92	1	1,8	2
14	1	1	64	1002	12,839604	20,705614	48,51001	0,004706	0,017262	0,052534	0,7256	0,76828	0,8376	6	6,2	7
14	1	15	64	1002	11,791613	21,984682	66,845169	0,002821	0,019623	0,050514	0,725067	0,761084	0,826578	6	6,2	7
14	1	29	64	1002	12,650282	20,331448	57,753304	0,001843	0,01958	0,045955	0,722933	0,766607	0,842933	6	6,4	7
14	4	1	64	1002	0,976602	9,049322	34,317039	0,003835	0,166371	0,855188	0,333333	0,702384	0,895911	5	5	5
14	4	15	64	1002	1,017526	10,195807	33,886272	0,006764	0,069645	0,617565	0,333333	0,647705	0,852356	4	5	6
14	4	29	64	1002	1,005322	10,952126	44,030834	0,006794	0,097556	0,63456	0,333333	0,680617	0,8688	5	5,2	6
14	7	1	64	1002	1,074342	9,695242	52,801708	0,006814	0,2013	1,116607	0,333333	0,636163	0,957778	4	4,6	5
14	7	15	64	1002	0,96863	10,0279	26,110949	0,010168	0,090912	0,495525	0,333333	0,650936	0,965867	4	4,6	5
14	7	29	64	1002	1,298844	 1.#INF00	 1.#INF00	0,004599	0,113154	0,597684	0,333333	0,61874	0,840444	4	4,8	6
14	10	1	64	1002	1,631848	13,903873	29,807606	0,00792	0,07049	0,309612	0,333333	0,675781	0,873067	4	4,6	5
14	10	15	64	1002	0,932216	7,481388	24,431168	0,014562	0,141745	0,673941	0,333333	0,565198	0,8688	4	4,6	5
14	10	29	64	1002	1,545365	14,957787	112,867401	0,003013	0,071853	0,383533	0,333333	0,654471	0,929333	4	4,6	5
14	13	1	64	1002	1,183167	 1.#INF00	 1.#INF00	0,009336	0,104554	0,603787	0,333333	0,60949	0,8064	4	4,2	5
14	13	15	64	1002	0,990481	11,242297	36,501778	0,004262	0,146869	0,651749	0,333333	0,574655	0,807733	4	4,4	5
14	13	29	64	1002	1,062338	12,348168	28,351141	0,009802	0,081886	0,510358	0,333333	0,581362	0,861333	4	4,2	5
25	1	1	64	1002	7,939476	10,716833	20,152555	0,006292	0,033611	0,066906	0,705867	0,718508	0,739378	24	24,8	25
25	1	15	64	1002	8,005361	10,878057	19,453011	0,006578	0,030897	0,073236	0,706222	0,724915	0,800978	25	25	25
25	1	29	64	1002	8,671582	12,198284	21,855122	0,006176	0,026572	0,066883	0,707111	0,720782	0,748178	24	24,8	25
25	7	1	64	1002	0,408754	5,070792	14,370784	0,016154	0,129617	0,783928	0,333333	0,597449	0,828978	14	14,8	16
25	7	15	64	1002	0,652034	 1.#INF00	 1.#INF00	0,018703	0,100327	0,426685	0,333333	0,617606	0,800533	14	16	19
25	7	29	64	1002	0,542473	4,406196	13,785776	0,013624	0,15925	0,701603	0,333333	0,650565	0,774311	16	17,8	19
25	13	1	64	1002	0,617137	 1.#INF00	 1.#INF00	0,008192	0,139936	0,991751	0,333333	0,582848	0,7792	13	14	16
25	13	15	64	1002	0,635743	6,082921	12,604357	0,024574	0,078786	0,493247	0,333333	0,597506	0,757778	13	15,8	18
25	13	29	64	1002	0,332496	4,142143	13,671421	0,010568	0,154621	0,810783	0,333333	0,593705	0,777867	11	16,2	20
25	19	1	64	1002	3,170821	6,244083	11,056187	0,034614	0,073749	0,151907	0,333333	0,579663	0,779822	13	13,4	15
25	19	15	64	1002	0,344313	5,784346	14,140105	0,015728	0,140772	0,745314	0,333333	0,614096	0,797689	13	14,8	16
25	19	29	64	1002	1,644526	5,360038	11,524973	0,036072	0,10877	0,289928	0,333333	0,510482	0,812089	11	12,8	15
25	25	1	64	1002	1,397838	3,971647	12,733336	0,040752	0,128199	0,266952	0,333333	0,521839	0,742933	11	13	15
25	25	15	64	1002	1,146588	3,754077	6,864787	0,028377	0,135151	0,479308	0,333333	0,505334	0,798844	10	12,2	17
25	25	29	64	1002	1,973631	4,424878	9,383506	0,049195	0,09322	0,180595	0,333333	0,513136	0,786044	10	12	14
36	1	1	64	1002	5,655553	7,7522	11,324764	0,010287	0,033352	0,0792	0,691467	0,701718	0,719467	68	68	68
36	1	15	64	1002	5,829226	7,646185	12,939997	0,009649	0,034507	0,078504	0,694844	0,701386	0,718844	66	67,4	68
36	1	29	64	1002	5,559122	7,513803	11,813114	0,011829	0,039412	0,094999	0,694844	0,700497	0,730844	67	68	69
36	9	1	64	1002	0,367928	3,033427	7,317314	0,014505	0,157631	1,028132	0,333333	0,634866	0,778578	32	42	53
36	9	15	64	1002	0,72315	 1.#INF00	 1.#INF00	0,026117	0,168418	0,391512	0,333333	0,538691	0,760356	32	36,4	40
36	9	29	64	1002	0,363545	4,046052	11,168998	0,01392	0,160682	1,47161	0,333333	0,557319	0,777778	27	37	49
36	17	1	64	1002	0,516693	3,412362	6,545241	0,026625	0,202574	0,647758	0,333333	0,608682	0,856533	28	34,6	46
36	17	15	64	1002	0,728036	4,256434	7,828196	0,018338	0,134936	0,539321	0,333333	0,520519	0,788178	26	34,2	42
36	17	29	64	1002	0,604231	4,6497	7,766331	0,030418	0,152638	0,80402	0,333333	0,488176	0,7512	29	31	34
36	25	1	64	1002	0,971649	3,849093	10,077012	0,019288	0,129769	0,466949	0,333333	0,558528	0,794756	31	33	37
36	25	15	64	1002	0,715298	2,424884	4,268134	0,05861	0,144286	0,472837	0,333333	0,522158	0,746756	28	32,8	37
36	25	29	64	1002	0,830223	3,233847	7,571497	0,020607	0,159044	0,509992	0,333333	0,511706	0,769244	25	32	38
36	33	1	64	1002	0,516892	2,417937	5,575406	0,042986	0,296093	1,597656	0,333333	0,464607	0,748889	25	28	31
36	33	15	64	1002	0,613511	3,289807	9,767302	0,021594	0,195591	0,457135	0,333333	0,469514	0,748	21	27,4	32
36	33	29	64	1002	0,867659	4,048551	14,27373	0,017395	0,127014	0,293154	0,333333	0,48471	0,777867	23	27,8	32
3	1	1	256	2	28,807198	87,890678	1444,354126	0,000588	0,016075	0,057454	0,392978	0,798632	0,965867	0	0	0
3	1	15	256	2	22,749252	103,866592	1577,834106	0,000338	0,014909	0,057454	0,3848	0,788717	0,957422	0	0	0
3	1	29	256	2	22,824987	97,4702	1658,357422	0,000522	0,015207	0,057454	0,392978	0,789277	0,965867	0	0,2	1
3	2	1	256	2	13,002465	95,214592	1388,310181	0,000509	0,024697	0,136648	0,333333	0,674726	0,973956	0	0	0
3	2	15	256	2	14,661192	98,614067	1297,015625	0,000633	0,024787	0,122441	0,333333	0,665722	0,973956	0	0	0
3	2	29	256	2	12,156474	80,480988	1069,976929	0,000721	0,02676	0,136648	0,333333	0,668835	0,949422	0	0	0
3	3	1	256	2	14,278194	87,816216	1461,575562	0,000591	0,026164	0,1218	0,333333	0,627486	0,965867	0	0	0
3	3	15	256	2	14,278194	87,336472	1215,841064	0,000373	0,028975	0,1218	0,333333	0,611175	0,9656	0	0	0
3	3	29	256	2	11,281001	79,588844	768,559082	0,001038	0,027526	0,1218	0,333333	0,589244	0,982578	0	0,2	1
14	1	1	256	2	12,151057	22,438457	55,228939	0,002354	0,018074	0,055926	0,719733	0,757363	0,832356	0	0	0
14	1	15	256	2	12,151057	22,880356	54,560116	0,003142	0,017533	0,054607	0,723733	0,757447	0,832356	0	0	0
14	1	29	256	2	11,615451	23,672314	110,485977	0,000645	0,017472	0,062633	0,6984	0,755551	0,841511	0	0,2	1
14	4	1	256	2	1,068277	 1.#INF00	 1.#INF00	0,00434	0,044824	0,447205	0,563822	0,724172	0,845689	0	0	0
14	4	15	256	2	1,069877	 1.#INF00	 1.#INF00	0,001936	0,045907	0,447205	0,552267	0,719083	0,845956	0	0,2	1
14	4	29	256	2	1,14692	 1.#INF00	 1.#INF00	0,002825	0,056049	0,473648	0,5928	0,715392	0,845956	0	0	0
14	7	1	256	2	0,779566	10,952687	44,300144	0,005395	0,078462	0,579372	0,446489	0,686377	0,873333	0	0	0
14	7	15	256	2	0,779566	 1.#INF00	 1.#INF00	0,003598	0,072497	0,75043	0,499467	0,6907	0,859289	0	0,2	1
14	7	29	256	2	0,803738	 1.#INF00	 1.#INF00	0,003598	0,077097	0,75043	0,479111	0,692355	0,811644	0	0	0
14	10	1	256	2	0,867377	11,239882	85,344009	0,003289	0,080667	0,569606	0,3792	0,657514	0,846489	0	0	0
14	10	15	256	2	0,817555	11,705482	74,46489	0,003289	0,078092	0,831255	0,373511	0,667113	0,846489	0	0,2	1
14	10	29	256	2	0,891093	11,743067	51,163849	0,002029	0,072982	0,708125	0,427111	0,67123	0,826756	0	0	0
14	13	1	256	2	0,702335	11,250738	46,657009	0,005632	0,088083	0,900772	0,333333	0,64055	0,8104	1	0,2	1
14	13	15	256	2	1,31454	 1.#INF00	 1.#INF00	0,004709	0,071126	0,426454	0,333333	0,626611	0,856356	0	0	0
14	13	29	256	2	1,224537	 1.#INF00	 1.#INF00	0,004554	0,071725	0,461029	0,333333	0,630737	0,856356	0	0	0
25	1	1	256	2	7,497781	12,544262	25,810015	0,005655	0,022422	0,069418	0,701333	0,71989	0,807467	0	0,2	1
25	1	15	256	2	8,457491	12,583345	24,090832	0,003232	0,022795	0,063365	0,7	0,720414	0,7992	1	0,4	1
25	1	29	256	2	8,518806	12,427759	27,722206	0,005123	0,023939	0,065733	0,701067	0,719311	0,759378	1	0,2	1
25	7	1	256	2	0,596167	 1.#INF00	 1.#INF00	0,009197	0,099653	0,746967	0,595911	0,681739	0,781689	1	0,2	1
25	7	15	256	2	0,393973	 1.#INF00	 1.#INF00	0,003676	0,08436	1,018257	0,596711	0,689879	0,793067	0	0,2	1
25	7	29	256	2	0,379351	 1.#INF00	 1.#INF00	0,003676	0,083246	0,872212	0,591022	0,691058	0,814667	0	0,2	1
25	13	1	256	2	0,369307	 1.#INF00	 1.#INF00	0,008107	0,114472	1,57637	0,494667	0,657417	0,761689	0	0,2	1
25	13	15	256	2	0,251508	 1.#INF00	 1.#INF00	0,00834	0,123613	1,374352	0,497511	0,660163	0,765156	0	0,2	1
25	13	29	256	2	0,251508	 1.#INF00	 1.#INF00	0,005606	0,112469	1,058427	0,485156	0,661301	0,772622	0	0,2	1
25	19	1	256	2	0,389533	5,235243	19,512632	0,007415	0,143571	1,170009	0,407556	0,629228	0,785956	0	0,2	1
25	19	15	256	2	0,33748	 1.#INF00	 1.#INF00	0,009048	0,126415	1,015223	0,427467	0,640433	0,770667	0	0,2	1
25	19	29	256	2	0,475695	 1.#INF00	 1.#INF00	0,005893	0,125397	1,192399	0,400089	0,63359	0,762844	0	0,2	1
25	25	1	256	2	0,383058	 1.#INF00	 1.#INF00	0,006237	0,190918	1,45324	0,333333	0,589456	0,7936	0	0,2	1
25	25	15	256	2	0,339952	 1.#INF00	 1.#INF00	0,011438	0,174419	1,170012	0,333333	0,595585	0,745867	1	0,2	1
25	25	29	256	2	0,534566	4,240848	12,600783	0,013113	0,202489	1,644658	0,333333	0,596184	0,747467	0	0	0
36	1	1	256	2	5,37404	8,028511	16,492952	0,005554	0,02912	0,078404	0,693422	0,704391	0,730222	0	0,6	1
36	1	15	256	2	5,787067	8,069153	17,376858	0,006342	0,028587	0,086013	0,695289	0,704611	0,751378	0	0,6	1
36	1	29	256	2	5,412751	8,002143	16,691706	0,005913	0,028694	0,081714	0,694933	0,70511	0,738578	1	0,6	1
36	9	1	256	2	0,219495	 1.#INF00	 1.#INF00	0,014249	0,140335	1,939012	0,5848	0,674194	0,735111	1	0,6	1
36	9	15	256	2	0,146127	 1.#INF00	 1.#INF00	0,007471	0,127133	1,214666	0,552533	0,675964	0,739822	0	0,4	1
36	9	29	256	2	0,146127	 1.#INF00	 1.#INF00	0,013401	0,122887	1,379742	0,599644	0,67534	0,737511	1	0,6	1
36	17	1	256	2	0,210994	 1.#INF00	 1.#INF00	0,01455	0,185001	1,559311	0,537333	0,644666	0,735556	0	0,4	1
36	17	15	256	2	0,190959	 1.#INF00	 1.#INF00	0,013733	0,194359	2,090252	0,524622	0,64966	0,7296	1	0,6	1
36	17	29	256	2	0,205189	 1.#INF00	 1.#INF00	0,013134	0,174728	2,420112	0,524	0,650865	0,737333	0	0,4	1
36	25	1	256	2	0,234436	 1.#INF00	 1.#INF00	0,011297	0,212821	2,119232	0,431022	0,624803	0,7304	1	0,6	1
36	25	15	256	2	0,237098	 1.#INF00	 1.#INF00	0,013197	0,220556	2,355776	0,454933	0,627126	0,733156	0	0,4	1
36	25	29	256	2	0,210123	 1.#INF00	 1.#INF00	0,009387	0,215777	1,873195	0,416089	0,620338	0,720533	0	0,4	1
36	33	1	256	2	0,201842	 1.#INF00	 1.#INF00	0,013876	0,231536	3,715905	0,355644	0,59823	0,728356	0	0,4	1
36	33	15	256	2	0,254574	 1.#INF00	 1.#INF00	0,019979	0,223778	2,126464	0,337867	0,59423	0,724356	1	0,6	1
36	33	29	256	2	0,284388	 1.#INF00	 1.#INF00	0,012789	0,272753	1,877423	0,374311	0,596358	0,727378	1	0,4	1
3	1	1	256	502	21,206385	97,815445	1375,57019	0,000648	0,016071	0,055355	0,3632	0,79294	0,974133	3	3,2	4
3	1	15	256	502	21,687042	90,931984	2076,682617	0,000347	0,016331	0,054438	0,333333	0,792956	0,982578	3	3,6	4
3	1	29	256	502	20,68811	93,31945	1497,696411	0,000576	0,016819	0,060517	0,333333	0,792843	0,974133	3	3,8	4
3	2	1	256	502	12,674688	91,171402	1283,29895	0,000652	0,021304	0,121454	0,333333	0,607488	0,9656	3	3,2	4
3	2	15	256	502	12,558837	83,547371	850,238281	0,000871	0,024407	0,134012	0,333333	0,534707	0,957778	3	3,8	4
3	2	29	256	502	12,75608	76,659378	908,535706	0,000902	0,028336	0,131463	0,333333	0,538599	0,974133	4	4,6	5
3	3	1	256	502	11,187522	89,710693	1366,997192	0,000721	0,024384	0,146474	0,333333	0,5768	0,965867	3	3,2	4
3	3	15	256	502	10,895587	77,642532	510,209137	0,001252	0,02469	0,113868	0,333333	0,50635	0,965867	3	3,8	4
3	3	29	256	502	14,601027	96,76899	1126,831421	0,00066	0,027112	0,116976	0,333333	0,501359	0,965867	4	4,8	5
14	1	1	256	502	10,893915	20,221731	239,698532	0,00111	0,019809	0,06043	0,716978	0,770496	0,836622	13	13,4	14
14	1	15	256	502	11,342466	20,851585	138,509293	0,002084	0,019909	0,061541	0,721333	0,76613	0,836622	13	13,6	14
14	1	29	256	502	11,781885	20,428577	185,917099	0,001919	0,020004	0,068474	0,703911	0,770155	0,842222	13	13,8	14
14	4	1	256	502	1,211767	10,722659	63,969646	0,006045	0,085144	0,570422	0,333333	0,648462	0,868889	9	10	11
14	4	15	256	502	0,654512	10,674978	36,52951	0,002884	0,092545	0,804288	0,333333	0,656953	0,841067	10	10,6	12
14	4	29	256	502	0,754571	 1.#INF00	 1.#INF00	0,00369	0,072824	0,526938	0,333333	0,681355	0,854133	10	11	12
14	7	1	256	502	0,820571	10,950211	41,775524	0,00559	0,075015	0,772629	0,333333	0,640139	0,861422	9	9,8	11
14	7	15	256	502	0,928109	11,421468	33,640633	0,008354	0,083205	0,688285	0,333333	0,686786	0,949867	10	10,2	11
14	7	29	256	502	0,886818	12,258667	41,376614	0,004795	0,057751	0,365603	0,333333	0,637541	0,895378	9	10,2	11
14	10	1	256	502	0,787332	12,103192	37,302269	0,005069	0,088901	0,615432	0,333333	0,676258	0,942133	10	10	10
14	10	15	256	502	0,949449	12,087148	36,365044	0,006918	0,07404	0,683238	0,333333	0,6679	0,876711	9	10	11
14	10	29	256	502	0,699836	12,755623	48,427685	0,005651	0,080139	0,740184	0,333333	0,668909	0,8872	10	10,2	11
14	13	1	256	502	0,90577	11,705328	69,226723	0,004981	0,084214	0,709206	0,333333	0,636077	0,949867	9	9,8	10
14	13	15	256	502	0,95448	12,600367	40,841492	0,007285	0,059833	0,67987	0,333333	0,624489	0,906133	9	9,6	10
14	13	29	256	502	1,620403	14,684042	44,192772	0,005015	0,056473	0,348219	0,333333	0,635827	0,878667	9	9,6	10
25	1	1	256	502	7,937403	11,188157	32,85807	0,003828	0,03267	0,091462	0,7056	0,721312	0,7912	51	51,2	52
25	1	15	256	502	7,263005	11,123415	22,43375	0,006548	0,031627	0,0857	0,705422	0,722232	0,772178	50	50,8	52
25	1	29	256	502	7,875917	10,700735	19,552597	0,006018	0,034073	0,079532	0,703733	0,717882	0,751022	51	51,2	52
25	7	1	256	502	0,529682	 1.#INF00	 1.#INF00	0,00401	0,083805	0,269779	0,333333	0,585733	0,852533	24	27,2	33
25	7	15	256	502	0,328327	 1.#INF00	 1.#INF00	0,008896	0,174048	1,265264	0,333333	0,600485	0,864533	27	31,2	36
25	7	29	256	502	0,227197	 1.#INF00	 1.#INF00	0,008254	0,122052	1,327105	0,333333	0,613323	0,816622	25	29	36
25	13	1	256	502	0,363726	5,694485	17,298286	0,009878	0,119636	0,881889	0,333333	0,573222	0,806578	23	26	27
25	13	15	256	502	1,094306	6,021569	18,227762	0,010587	0,122751	0,847004	0,333333	0,567824	0,803467	24	25,2	27
25	13	29	256	502	0,83691	5,614771	18,93268	0,005365	0,088238	0,30605	0,333333	0,599035	0,852533	24	27	31
25	19	1	256	502	0,338268	4,969035	15,856241	0,016503	0,13694	1,141223	0,333333	0,640624	0,820178	25	28,2	29
25	19	15	256	502	0,36258	 1.#INF00	 1.#INF00	0,011609	0,113211	0,594504	0,333333	0,569401	0,8312	24	25,6	28
25	19	29	256	502	0,904671	5,603631	22,328777	0,008943	0,113219	0,607775	0,333333	0,505158	0,787644	22	24,2	27
25	25	1	256	502	0,515966	4,490681	13,221203	0,014744	0,143932	0,788691	0,333333	0,587525	0,828178	23	24,8	28
25	25	15	256	502	0,828274	5,010552	15,278826	0,012005	0,148425	0,758556	0,333333	0,588011	0,851733	21	23,4	25
25	25	29	256	502	0,684104	5,538661	16,492384	0,012405	0,133877	0,853401	0,333333	0,532409	0,813244	21	23,6	26
36	1	1	256	502	4,999525	6,763822	12,105111	0,011825	0,045734	0,106449	0,694667	0,700551	0,713867	138	138,6	140
36	1	15	256	502	5,101974	6,507361	15,729717	0,007933	0,052392	0,1128	0,695644	0,701258	0,741067	135	137,6	140
36	1	29	256	502	5,070402	6,794635	12,677547	0,010981	0,048041	0,123441	0,695022	0,701019	0,729156	137	138,2	139
36	9	1	256	502	0,294949	 1.#INF00	 1.#INF00	0,006752	0,201985	1,464302	0,333333	0,59952	0,857778	56	67,4	84
36	9	15	256	502	0,471835	3,840056	31,177025	0,007142	0,133497	0,653597	0,333333	0,572013	0,825867	58	63,8	70
36	9	29	256	502	0,39707	2,762357	18,567783	0,005398	0,197214	1,493801	0,333333	0,545736	0,798578	57	67,8	77
36	17	1	256	502	0,612573	4,117376	10,143665	0,012647	0,158983	0,742587	0,333333	0,491292	0,78	52	55,4	60
36	17	15	256	502	0,501217	3,526095	13,473623	0,002845	0,152291	0,69907	0,333333	0,566328	0,819733	57	59,2	65
36	17	29	256	502	0,611789	3,783071	8,581631	0,010732	0,128004	0,5769	0,333333	0,476405	0,777867	54	58	64
36	25	1	256	502	0,687798	3,978635	10,207464	0,012153	0,155746	0,5421	0,333333	0,495598	0,777778	47	52,2	57
36	25	15	256	502	0,241914	2,661548	8,892126	0,022722	0,244111	2,342608	0,333333	0,519808	0,791111	52	54,2	59
36	25	29	256	502	0,278075	3,380395	11,742153	0,012997	0,236164	2,059877	0,333333	0,530128	0,790578	53	58,6	67
36	33	1	256	502	0,364333	3,587744	9,021554	0,018749	0,205061	2,965109	0,333333	0,527723	0,803467	47	50,2	57
36	33	15	256	502	0,619642	4,765723	9,577661	0,013087	0,117135	0,869627	0,333333	0,516291	0,803467	48	52	55
36	33	29	256	502	0,338231	3,58775	9,177824	0,012664	0,156383	0,576514	0,333333	0,503056	0,816978	45	51,8	58
3	1	1	256	1002	21,430044	95,246414	2100,115234	0,000357	0,016802	0,055345	0,397067	0,794491	0,974133	6	6,4	7
3	1	15	256	1002	21,72368	104,096977	2076,297607	0,000356	0,016444	0,054839	0,333333	0,786857	0,982578	7	7	7
3	1	29	256	1002	22,4048	94,711197	2111,463623	0,000466	0,016171	0,056932	0,367733	0,790835	0,974133	7	7,8	8
3	2	1	256	1002	11,046496	90,688614	846,519836	0,000957	0,022951	0,134962	0,333333	0,60176	0,974133	6	6,4	7
3	2	15	256	1002	12,704298	90,657448	967,944397	0,000794	0,026287	0,140377	0,333333	0,548705	0,965867	7	7,8	8
3	2	29	256	1002	12,906246	 1.#INF00	 1.#INF00	0,000862	0,029068	0,123028	0,333333	0,527741	0,974133	9	9,2	10
3	3	1	256	1002	13,583238	89,305313	2237,734375	0,000346	0,025355	0,134688	0,333333	0,590865	0,974133	6	6,4	7
3	3	15	256	1002	13,861684	83,008881	734,809998	0,00075	0,032425	0,127715	0,333333	0,518656	0,965867	7	7,8	8
3	3	29	256	1002	13,461312	83,484146	931,802734	0,000823	0,028463	0,139954	0,333333	0,517375	0,965867	9	9,4	10
14	1	1	256	1002	10,921624	19,92654	73,13945	0,002153	0,020382	0,06818	0,709689	0,762024	0,832978	26	26,8	27
14	1	15	256	1002	10,828016	21,603989	205,860992	0,001052	0,018244	0,063995	0,713333	0,766447	0,850933	27	27,4	28
14	1	29	256	1002	11,607216	20,013912	226,582184	0,001035	0,022632	0,062757	0,717689	0,761753	0,849156	27	27,4	28
14	4	1	256	1002	0,900359	11,782295	43,820217	0,003125	0,079808	0,811015	0,333333	0,693815	0,885244	20	21,2	22
14	4	15	256	1002	0,773089	11,345696	50,472664	0,005064	0,071648	0,81533	0,333333	0,651204	0,870489	20	21,2	24
14	4	29	256	1002	0,860872	9,286582	43,16864	0,006296	0,083689	0,484294	0,333333	0,677778	0,9128	20	21,8	24
14	7	1	256	1002	0,786699	9,419419	30,769558	0,005304	0,083189	0,680088	0,333333	0,672031	0,870844	20	20,4	21
14	7	15	256	1002	1,007403	11,676201	52,813221	0,005479	0,080911	0,874445	0,333333	0,644803	0,892978	19	20,2	21
14	7	29	256	1002	1,213337	11,886438	35,341408	0,002141	0,074335	0,637029	0,333333	0,683973	0,892978	20	20,6	22
14	10	1	256	1002	1,374393	12,237276	46,095745	0,004249	0,061643	0,697275	0,333333	0,710532	0,8736	19	20	21
14	10	15	256	1002	1,034276	8,936256	41,652771	0,007868	0,128045	0,508164	0,333333	0,620521	0,853422	18	20,2	21
14	10	29	256	1002	0,961875	 1.#INF00	 1.#INF00	0,004728	0,0648	0,47795	0,333333	0,638152	0,870844	20	20,6	23
14	13	1	256	1002	1,079995	 1.#INF00	 1.#INF00	0,001528	0,067483	0,516951	0,333333	0,648689	0,867289	19	19,2	20
14	13	15	256	1002	0,84445	11,093432	49,439751	0,00607	0,139575	1,018028	0,333333	0,634742	0,892978	19	19,6	20
14	13	29	256	1002	1,061518	12,493327	40,555447	0,006146	0,072923	0,576427	0,333333	0,63089	0,910489	19	20,2	21
25	1	1	256	1002	7,208439	11,283436	67,723709	0,001462	0,030521	0,087552	0,707111	0,726375	0,800978	101	102	104
